dent,dirt,filename,scratch
0,0,images-78-_jpeg.rf.b744a4570870d63262739f66bb362f00.jpg,1
1,0,images-2025-01-31T150751_932_jpeg.rf.14f081c21697014b69a899efa398a415.jpg,0
1,0,damaged-car-after-a-car-accident-2021-04-06-18-22-05-utc-scaled-e1631415899344_jpg.rf.197bf7a1b020ab9de29ca4edf1fbadbe.jpg,1
0,0,images-86-_jpeg.rf.1c66fa252bff02c2d8b2a245024ce86f.jpg,1
0,0,download-14-_jpeg.rf.1d6f4c3c29609c36eb54fe8d39a02da2.jpg,1
0,0,images-2025-01-31T150750_657_jpeg.rf.0eebc9d7d25de225e4213673fcd398d2.jpg,1
0,0,images-2025-01-29T222650_468_jpeg.rf.3c10e0c3e93797f2d1895ffd9eec11cb.jpg,1
1,0,dents-on-the-car-2022-01-31-06-17-20-utc-1_jpg.rf.e45688d6b00af13eb6767203fc0146f4.jpg,1
1,0,panel-damage-a-bad-dent-in-a-body-panel-on-a-ford-focus-car-DGENB1_jpg.rf.e26d84c39cc6acc0aa5187fdcfc339d6.jpg,0
0,0,images-99-_jpeg.rf.211e27fdb0c1516019478d922ef28e11.jpg,1
1,0,images-2025-01-29T222650_029_jpeg.rf.1e6022f1ebc4509d9968c77cb5977d0c.jpg,1
0,0,deep-car-scratch1_jpg.rf.33c4b2a8d036c7efaa05d9c87cde9f49.jpg,1
1,0,images-83-_jpeg.rf.3e9871907d383ebc82c7231d167633e6.jpg,0
1,0,car-dent-repair-before-and-after_jpg.rf.290644ee875b987f8482970831ea637c.jpg,0
1,0,close-car-door-large-dent-260nw-2422361577_jpg.rf.56037b8a1f597caa0f89ed7375fa8c6d.jpg,0
0,1,silver-car-has-noticeable-scratch-its-door-area-making-stand-out-parking-lot-other-vehicles-nearby-329943232_jpg.rf.bab4131a9f644821c598f287cfbf16bc.jpg,0
1,0,images-2025-01-31T150752_197_jpeg.rf.ef7e137943cd4c3cfd3b0a11c34c1ded.jpg,0
0,0,images-93-_jpeg.rf.8d688eee3f432e14b66e3140c95febb8.jpg,1
1,0,images-66-_jpeg.rf.96d062c15831ed25a657d7a3ca42aab9.jpg,0
0,0,car-door-detail-scratches-paint-193248333_jpg.rf.29124f9f47d93a8b7087f9feaed1e374.jpg,1
0,0,a-scratched-car-hood-deep-hood-scratch-picture-id1291982445_jpg.rf.69f88d8190aa3cc4976faddf29b41ef2.jpg,1
0,0,images-2025-01-29T155252_832_jpeg.rf.b5721f239f9d426909a240d9580c03c5.jpg,1
1,0,images-43-_jpeg.rf.a90a7f23366fed1dc81a992ee68c8c1f.jpg,1
0,0,car-door-detail-scratches-paint-193248333_jpg.rf.02db1d69dc2f859db627ee233fa384e8.jpg,1
0,0,images-2025-01-29T155254_652_jpeg.rf.24b078bab7a41e6836b5928c8f32bfeb.jpg,1
0,0,car-scratch-repair-costs_png.rf.c23aa3f0d32f6b709510e536fef8c50f.jpg,1
1,0,images-2025-01-31T150751_068_jpeg.rf.d2860efc583c995548d8f36cf94622c6.jpg,0
1,0,images-66-_jpeg.rf.880c2e6547075b1d2462f92048ca8b14.jpg,0
0,0,Audi-Scratched-1024x1024_jpg.rf.ade4f54b7f00f48c117ea4b3c030a553.jpg,1
0,0,images-2025-01-29T155252_815_jpeg.rf.93a9b48623d7dc985d08f63e94876fc1.jpg,1
0,0,images-75-_jpeg.rf.3866310f328dfd88be7405fce8d0d685.jpg,1
0,0,images-86-_jpeg.rf.9226690981b13562ee9615282fc887c2.jpg,1
0,0,images-75-_jpeg.rf.aca48df6f5940d7c09fb8c1bf86f0129.jpg,1
1,0,images-43-_jpeg.rf.45eb6257623b9e65a73a7d56a1fdf5b4.jpg,1
1,0,car-dent-after-traffic-accident-600nw-2300439731_jpg.rf.685cde1ba0ee43bf5b15af8b91003f49.jpg,0
0,0,images-2025-01-29T155252_832_jpeg.rf.d6f555efd298d4fdfd846e0d4c78ed8e.jpg,1
1,0,download-16-_jpeg.rf.b9110a81bd8f6a9e2b4f659392b43d1e.jpg,0
0,0,images-93-_jpeg.rf.b58dc7805ac9e947e1bc8b5f77840182.jpg,1
0,0,images-2025-01-31T150750_903_jpeg.rf.d9bffe23a0675f944c2e856f8c7c9c28.jpg,1
1,0,car-dent-repair-before-and-after_jpg.rf.a88717c1460b724f613f3c576dd40fa3.jpg,0
0,0,images-2025-01-31T150751_371_jpeg.rf.dd696a214f3e9f314af124dc8098916f.jpg,1
0,0,images-2025-01-31T150750_903_jpeg.rf.6132172595b3a20584d493cd329dec2e.jpg,1
0,1,silver-car-has-noticeable-scratch-its-door-area-making-stand-out-parking-lot-other-vehicles-nearby-329943232_jpg.rf.a51ec54d57e417ae77df6a533d234304.jpg,0
1,0,7074967eb280-scratch-removers-vs-compound-use-ba6f8a_jpg.rf.fd59e3ed24efb6e348398d9a02280fd5.jpg,0
1,0,images-83-_jpeg.rf.bb1647bcbc3d8fc87e6daf2ca73c9f2f.jpg,0
0,0,car-dent-repair-paint-before-260nw-2028662525_jpg.rf.081442bdae87ae25368005cc0d457761.jpg,1
1,0,car-denting-services_jpg.rf.0303ba92ed395dc8da35bfd406ee1ae6.jpg,0
0,0,bodywork-damage-PSJP9VW-1_jpg.rf.2d00cb1abfd59149d0da57dfb687f4db.jpg,1
0,0,images-48-_jpeg.rf.ad51c3634265d87dbe31432220b11d1b.jpg,1
1,0,damaged-car-after-a-car-accident-2021-04-06-18-22-05-utc-scaled-e1631415899344_jpg.rf.d0b7b6744a606a19ae999f44efca2fc7.jpg,1
1,0,images-2025-01-29T222649_760_jpeg.rf.0b4bf6c11bff2ac281865f81452869ab.jpg,1
1,0,images-2025-01-31T150750_068_jpeg.rf.24b0ccd432e28cd8dbfee78b9db9d478.jpg,0
0,0,download-15-_jpeg.rf.611709b5f06d7396c4439cfef5bffbaf.jpg,1
1,0,images-84-_jpeg.rf.5eb728d7b754a7a2039cde3a0bc1cf74.jpg,0
1,0,images-2025-01-31T150750_348_jpeg.rf.2d71330383f50660e33c7799717351b0.jpg,0
0,0,images-42-_jpeg.rf.c9dd13565ed293571290cc7def43a7e3.jpg,1
1,0,images-2025-01-31T150750_918_jpeg.rf.4be41f4d93e4096e507489d73264d24b.jpg,0
0,0,images-2025-01-29T222649_573_jpeg.rf.42b3251b7969c80711470110325f972e.jpg,1
1,0,rivernorthcollisionrepair-291850-common-car-dents-blogbanner1-640w_jpg.rf.f177b2204a98038a25ff92470af58074.jpg,0
0,0,images-90-_jpeg.rf.ae07a77db13a6240ff8ed396ba56cd83.jpg,1
1,0,images-77-_jpeg.rf.3d7cbfa15974d97731130394c653962b.jpg,1
0,0,images-2025-01-29T222650_306_jpeg.rf.7e094e7474289b77e5c4621905ed4bd4.jpg,1
1,0,images-2025-01-31T150751_390_jpeg.rf.8c5290cd76e23e988fcec7f1113b423f.jpg,0
0,0,download-7-_jpeg.rf.5efbbc52f9655dbd1107bf18c20caa6f.jpg,1
1,0,ONfNVGPYSExxg_scVt43l6MfLvrRFA1tD5YF_WgrPWeaWUfCD4Z6mqh6MgwN9I8SjJAXTBv0xcDMqo9Kc6fMQWmARJ6eQTS1sE6V35IV7usY1apjbh42RZ5qi1r87f3B7-1080x675_jpg.rf.0c5430f4007a5392a1ab82d934f72667.jpg,1
0,0,scratched-car-door-and-fender-after-an-accident-close-up-car-body-damage-scratches-and-blow-in-the-side-of-the-gray-car-2C4WKXM_jpg.rf.56f197839b06acefa180ea3c8d85c349.jpg,1
0,0,images-2025-01-29T222650_333_jpeg.rf.ae3125fb568cf9f55c10d794a4d86e21.jpg,1
1,0,images-2025-01-31T150751_035_jpeg.rf.8e6af7d40d97901c7f7f1a4d456d8590.jpg,0
1,0,car-dent-after-traffic-accident-600nw-2292803255_jpg.rf.c600bc632e58e4a6d43a118a814a7db3.jpg,0
0,0,back-of-car-has-scratches-photo_jpg.rf.c3ac74d032dfd93ac12cda364c14a492.jpg,1
1,0,images-2025-01-31T150750_833_jpeg.rf.06c15a7dd2bc79194a8cf5b7e2a5ae12.jpg,0
1,0,dent-removal-768x512_jpg.rf.82aa4e91a177b262cab8b5146c99f4c8.jpg,1
0,0,images-68-_jpeg.rf.09d69b8e36d5eaecabfaf095debed396.jpg,1
0,0,largod6jx1zb1_jpg.rf.2b651ccdade2d8a976243b468aa7d19c.jpg,1
0,0,360_F_258888084_suRecR9cLDLM2Cm6BS6Nrr6sc3on4yrm_jpg.rf.36bcd233dd189b7e7fc0b3254fb3d449.jpg,1
1,0,images-2025-01-31T150751_304_jpeg.rf.6b4e2ca272a86d4ab2d6d0a592b32f3d.jpg,1
0,0,car-does-car-insurance-cover-scratches-and-dents-featured_jpg.rf.536d61bda3d27dc87d0d41d3ccf0b7b2.jpg,1
0,0,images-2025-01-29T155252_758_jpeg.rf.3edb7f9aca4cf00f1381eac2e9839b2a.jpg,1
1,0,xd8x131p94ja1_jpg.rf.de7ad049d1218ff633598c5b2232b286.jpg,1
1,0,images-2025-01-31T150751_608_jpeg.rf.e042bac02c3791fb887e0f4ec1f77b0a.jpg,0
1,0,images-2025-01-31T150752_208_jpeg.rf.72d1021d7c254f05e6a5e404d7bbcf55.jpg,0
1,0,images-2025-01-31T150752_139_jpeg.rf.1de7faac9358cd055b8712972cefca55.jpg,0
1,0,download-16-_jpeg.rf.650efd363174aad696dc0fc6fa0c1d6f.jpg,0
0,0,images-2025-01-29T222649_573_jpeg.rf.687a9e9088ceaf7fc2741fd45ce7aa5f.jpg,1
1,0,car-dent-repair-paintless-anjananagar-bangalore-car-painting-services-3jxpdsc_jpg.rf.33016eab3d6d2692917739c54b1e2cbe.jpg,0
1,0,images-2025-01-31T150751_068_jpeg.rf.dde4380d0dd4c42dab0c4b5747191dac.jpg,0
1,0,images-2025-01-31T150752_063_jpeg.rf.c679728503b857ec57fc024c704efc46.jpg,0
0,0,images-38-_jpeg.rf.8dfbd9fdf6eb7b18d557bcea0f17db49.jpg,1
0,0,images-71-_jpeg.rf.83fe9f513cd251e41f2128bd8f1a21b0.jpg,1
0,0,360_F_318112625_kkVN3aTmO5KlzQumCyV7Zzcoe4JaW8T7_jpg.rf.12660d31182674e45366c74a470275bd.jpg,1
1,0,images-2025-01-31T150752_139_jpeg.rf.2c33ecd1c9dc14ba4a9fe2f268f07f2f.jpg,0
0,0,images-71-_jpeg.rf.6eb19651459c2458c613cba3a2c8cd14.jpg,1
0,0,images-2025-01-29T155252_815_jpeg.rf.170bd4577696f97a208e91ac5c347e37.jpg,1
1,0,Car-Dent-Repair_jpg.rf.f661e20c9930f2c03999417dafb8fb98.jpg,0
0,0,images-2025-01-29T155252_758_jpeg.rf.e0ba9b67f90b1f876e5eb4e0946d83fa.jpg,1
1,0,images-25-_jpeg.rf.c3ad1305bd81d9e531a7b560ae765972.jpg,0
1,0,images-2025-01-31T150751_304_jpeg.rf.919b92efe3d87ebcf951198f1159a5b1.jpg,1
0,0,images-38-_jpeg.rf.22d92fec85decd30748a6dc670ac2be5.jpg,1
0,0,car-scratch-repairs-030820210928_jpg.rf.74ef9aefc560e744b9db76f4d537a100.jpg,1
0,0,images-2025-01-29T155254_652_jpeg.rf.b79fdb49edbb9ad9b711ae7e1dd9de23.jpg,1
0,0,360_F_258888084_suRecR9cLDLM2Cm6BS6Nrr6sc3on4yrm_jpg.rf.c5120c1ece14c791e9ee4cd39f4d12b2.jpg,1
0,0,car-scratch-repair-costs_png.rf.d4770ed973aacb217416abd0faedd258.jpg,1
1,0,images-2025-01-31T150752_063_jpeg.rf.820cff9362b0b2328533a580b87a3bd4.jpg,0
1,0,images-2025-01-31T150750_048_jpeg.rf.0872b5090a36d7df43d009c818576de4.jpg,0
1,0,Car-Dent-Repair_jpg.rf.431ccbe95b43ae8413c37f1deefcdc09.jpg,0
1,0,images-2025-01-31T150752_208_jpeg.rf.95edb30c67c8044e1b5b0d53a6282b40.jpg,0
1,0,car-dent-repair-paintless-anjananagar-bangalore-car-painting-services-3jxpdsc_jpg.rf.9b3b473e083be4aea1400a9f721eda5f.jpg,0
0,0,carscratchimage01_jpg.rf.c2fb69969f88b5c60c550dcb7cf927e9.jpg,1
0,0,images-68-_jpeg.rf.9e2f315d1dfde786f470cf131f886316.jpg,1
1,0,images-25-_jpeg.rf.6e49c72e93641d2d42b640a2e003ef79.jpg,0
0,0,images-2025-01-29T222650_405_jpeg.rf.0ad81cf6459ec0a1d8366930a17eb5d7.jpg,1
0,0,images-2025-01-31T150751_371_jpeg.rf.c458af530d3daf9de08c400c69bff42c.jpg,1
1,0,panel-damage-a-bad-dent-in-a-body-panel-on-a-ford-focus-car-DGENB1_jpg.rf.0ec43f06579e62d77a09ba21f04bf0d7.jpg,0
1,0,close-car-door-large-dent-260nw-2422361577_jpg.rf.c89db48261416f4ef93f9ed92fb69b02.jpg,0
0,0,images-2025-01-31T150752_757_jpeg.rf.80f74976071b56f7bcf6f80da5b4c276.jpg,1
0,0,images-2025-01-29T222651_256_jpeg.rf.0cbc92fde0c5327177cb004b19d34b80.jpg,1
0,0,images-2025-01-29T222650_366_jpeg.rf.0a0c45d30789882312e04218d72e164e.jpg,1
1,0,car-dent_jpg.rf.d74bbc989b90feab80247e8ac216f641.jpg,0
0,0,car-body-scratches_jpg.rf.b6dd75a08bd1cb0219a3c82820cc65ac.jpg,1
0,0,download-13-_jpeg.rf.af6323a8c17b8e328c801e56e1abc27c.jpg,1
1,0,images-13-_jpeg.rf.f971747aecd62080f5710a3b9038b930.jpg,0
0,1,images-95-_jpeg.rf.ee8c3a9a5b276dd524d9be4eb4fb87b5.jpg,0
0,0,download-18-_jpeg.rf.ff4d8a6f1ffc01a9f4e0659cc1f5766a.jpg,1
1,0,car-dent_png.rf.f7a9ffd80e085e242c4c4c1332df729b.jpg,0
1,0,dent-removal-768x512_jpg.rf.ac5b781e92f2d9d1b64cd1d68bcb640a.jpg,1
1,0,images-2025-01-31T150752_197_jpeg.rf.850a0dbfbbcc89f7ee10c489ccba3588.jpg,0
0,0,download-12-_jpeg.rf.b1474ac8d83d3c32b223703bcc1e4cc5.jpg,1
0,0,images-2025-01-29T222650_366_jpeg.rf.989307809cba180dccd478f0bb805930.jpg,1
0,0,car-dent-repair-paint-before-260nw-2028662525_jpg.rf.57dc580e20cdd7d7225516b8cbedd663.jpg,1
1,0,door-red-car-damaged-in-a-deep-dent-accident-scratches-on-the-doors-car-repair-concept-2bk70wb_jpg.rf.cce9b9c6fb3fc85ecdcc832536deb29c.jpg,0
0,0,scratched-grazed-car-door-side-600nw-2471808591_jpg.rf.fd95694e5d8e2f1c1406d0fa13770740.jpg,1
0,0,bodywork-damage-PSJP9VW-1_jpg.rf.a1d622c2aefc3bab7bc9016e35ce67ce.jpg,1
0,0,images-42-_jpeg.rf.aac80f1c138cf89a20c56015f482c9ee.jpg,1
1,0,car-denting-services_jpg.rf.824a102e9e42340c952c5c44b95f60fb.jpg,0
1,0,images-2025-01-31T150751_107_jpeg.rf.28ca9a372a1c03f71263b9fb69d86c74.jpg,0
1,0,images-2025-01-29T222650_029_jpeg.rf.fc6fa9867448c8be5a423a4c94f277c5.jpg,1
1,0,images-2025-01-31T150750_048_jpeg.rf.ba4304c2b6079a4367f66c59281b9c9f.jpg,0
0,0,download-18-_jpeg.rf.91d87b7d7708e346f134e16838984944.jpg,1
1,0,images-77-_jpeg.rf.ea042408f8b8112567391c05ff134ea2.jpg,1
0,0,carscratch_jpg.rf.4f7fd19918387dd3855a491d31f1c5a1.jpg,1
0,0,images-2025-01-31T150752_018_jpeg.rf.107d95918fdd82925514c572e8bf904e.jpg,1
1,0,crashed_car_door_jpg.rf.c3a28dec2fa0630addaba54c3ce48689.jpg,1
1,0,images-2025-01-29T222649_760_jpeg.rf.00a11e1a38ab5647d64b5fb114a81f5f.jpg,1
0,0,car-scratch-repairs-030820210928_jpg.rf.3ccb0e14338570410ab59409fe6b8b7a.jpg,1
